"join_ip_country","customer_id","price_first_item_purchased","join_pages_visited","prediction(revenue)","Age group","Gender","Campaign"
"France","37fad50ac0a",10.0,4.0,158.33410038074186,"middle age","Male","false"
"Austria","ff0e9c4021a",22.0,5.0,166.54073914472463,"adult","Female","false"
"India","5dc334f0aba",15.5,10.0,75.80781837499384,"adult","Male","false"
"United States","34a56ef1c6a",22.0,5.0,166.8630695238499,"adult","Male","true"
"United States","958b31729ba",15.5,3.0,155.34903349361346,"middle age","Female","false"
"Germany","4cc4eee0eda",22.0,6.0,145.1359719425088,"senior citizen","Female","false"
"United States","7e5c4f4e62a",15.5,4.0,155.82740319434373,"senior citizen","Female","false"
"Brazil","e460cb7891a",15.5,12.0,79.11814933218986,"adult","Female","true"
"China","465b63b00fa",42.0,6.0,116.71527139825966,"adult","Male","false"
"United Kingdom","c60ba19e32a",22.0,9.0,174.35424427294294,"adult","Male","false"
"China","29882499a9a",117.0,3.0,178.32666939106716,"middle age","Female","true"
"Brazil","89e5f710a8a",28.0,7.0,110.26876878801937,"adult","Male","false"
"United States","c7a8432a4ba",15.5,6.0,153.6037447378258,"senior citizen","Male","false"
"United States","dfa560d866a",10.0,6.0,157.72802206476683,"teenager","Female","false"
"Kazakhstan","f1a6cfadd0a",22.0,4.0,115.96798240959879,"middle age","Female","false"
"China","6382392995a",28.0,6.0,88.13523196029729,"senior citizen","Male","false"
"Brazil","008336a2dca",28.0,3.0,99.4835099920625,"adult","Female","false"
"China","48272dfd7fa",44.0,5.0,127.390660158494,"adult","Female","false"
"China","0d9621372ea",22.0,5.0,93.34636620718732,"adult","Female","false"
"Venezuela","81b64de474a",44.0,6.0,114.59643381229202,"senior citizen","Female","false"
"Saudi Arabia","b4b5ec959aa",15.5,6.0,145.21178810053485,"middle age","Female","false"
"China","8a8ce5cc5ca",22.0,6.0,104.63316307266112,"adult","Male","false"
"Republic of Korea","d5720096faa",22.0,9.0,140.8198297526018,"adult","Female","true"
"United States","515b398528a",15.5,13.0,151.65852935989352,"adult","Male","true"
"Indonesia","ee25be8cc0a",57.0,4.0,100.63586624878585,"senior citizen","Female","true"
"United States","9ab4bdc67ba",44.0,7.0,176.71264380310544,"senior citizen","Female","true"
"United States","5b36744604a",15.5,5.0,168.23643470500878,"young adult","Female","false"
"Republic of Korea","5437b33fb7a",44.0,11.0,159.0289473686991,"middle age","Male","true"
"Canada","4bd75cf082a",44.0,7.0,172.2519265301093,"adult","Female","true"
"Japan","c7aaf20a46a",44.0,3.0,175.1575346244587,"adult","Female","false"
"China","f01cbe9f49a",57.0,7.0,155.3333721845766,"middle age","Male","false"
"Venezuela","89643b8bafa",78.0,5.0,159.5983018632209,"adult","Female","true"
"India","40e9736f51a",42.0,12.0,101.5383691238491,"adult","Female","false"
"Vietnam","a752f567caa",15.5,6.0,76.00038030966397,"adult","Male","false"
"Vietnam","9179a95a77a",15.5,9.0,66.30467205783555,"young adult","Female","true"
"United States","130c0c0fa8a",15.5,6.0,154.79359052979103,"middle age","Female","true"
"United States","7c56438093a",15.5,6.0,173.72806641138197,"adult","Female","false"
"Mexico","6b307a85eca",44.0,3.0,121.63098983104322,"middle age","Male","true"
"Sweden","e4a65bd766a",42.0,7.0,165.77993575805164,"senior citizen","Female","false"
"South Africa","1ffe1b0465a",15.5,5.0,102.67772927399398,"adult","Female","false"
"Republic of Korea","69221d9bcaa",22.0,12.0,165.28249412388888,"middle age","Female","false"
"China","ea2a0feb5ea",10.0,2.0,97.23862424397663,"senior citizen","Male","false"
"Japan","31b46a613ba",22.0,6.0,139.07863703548466,"senior citizen","Male","false"
"China","4d32a74ed9a",22.0,9.0,101.62238622864305,"adult","Male","false"
"Chile","f688d37bd7a",42.0,3.0,148.19112295142523,"middle age","Female","false"
"United States","5fbf70598ba",15.5,3.0,181.70364482265546,"adult","Female","false"
"Netherlands","b319bfd8fba",22.0,4.0,149.90470414852552,"adult","Female","true"
"Mexico","ea8384216ca",10.0,4.0,103.18758389402026,"young adult","Male","false"
"Bulgaria","15b9f9a670a",78.0,9.0,162.1810140055839,"middle age","Male","true"
"Japan","85f9225d93a",28.0,5.0,170.91387454368473,"adult","Female","false"
"Taiwan","07ffea0f14a",42.0,5.0,157.46452346222233,"senior citizen","Female","true"
"Brazil","a48053a753a",44.0,9.0,145.9804687752068,"senior citizen","Female","false"
"United States","5334434a65a",15.5,6.0,178.3189914962743,"middle age","Female","false"
"Iran","f2ab2f0182a",44.0,5.0,115.47023723771733,"senior citizen","Male","false"
"United Kingdom","987d177bbda",10.0,8.0,160.38002248477986,"adult","Male","false"
"United Kingdom","48276ddbf5a",42.0,2.0,158.78323403518993,"senior citizen","Female","false"
"Brazil","088675fd28a",44.0,6.0,105.79509350539817,"adult","Female","true"
"Taiwan","8009d3776ca",22.0,8.0,133.35089253263112,"senior citizen","Male","true"
"Italy","de3710eed1a",42.0,3.0,151.71792002687363,"senior citizen","Female","false"
"Bangladesh","32092ae1eda",44.0,3.0,98.30304626408036,"adult","Female","false"
"Turkey","353eb437c3a",10.0,4.0,81.94796548245125,"adult","Female","true"
"China","8188470320a",42.0,6.0,103.15284714793407,"adult","Male","true"
"Brazil","b38015d576a",22.0,7.0,112.33061336456092,"middle age","Male","false"
"Venezuela","463091cfbaa",44.0,13.0,113.90367539340838,"senior citizen","Male","false"
"China","3f156fc5afa",57.0,5.0,136.21720861347947,"middle age","Female","false"
"Japan","89be2c5137a",15.5,5.0,173.95116077110225,"adult","Female","false"
"United States","e301c01754a",22.0,6.0,160.5262330862821,"senior citizen","Female","false"
"Spain","bf2621ecc0a",15.5,6.0,153.59527805512187,"middle age","Male","false"
"United States","5a5a32a39aa",22.0,8.0,162.25644077219982,"young adult","Female","true"
"United States","14ebe56266a",15.5,6.0,155.33492154114563,"adult","Male","true"
"China","d2b564b7f3a",42.0,7.0,118.27851194873071,"adult","Female","false"
"China","d2c94da22ca",102.0,7.0,175.4874131824237,"adult","Female","true"
"Germany","c5a8d2d522a",10.0,2.0,124.41581752078855,"middle age","Male","false"
"Italy","3831de50f0a",22.0,6.0,131.16727729430343,"senior citizen","Male","false"
"China","1bf31d8126a",44.0,7.0,128.09610360158607,"adult","Male","false"
"United Kingdom","cfc8571856a",15.5,4.0,175.54609176304996,"adult","Male","false"
"Taiwan","6b31b845a7a",44.0,3.0,174.4462361154716,"adult","Female","false"
"Peru","3E+11a",28.0,7.0,102.97130013896529,"adult","Female","false"
"Brazil","3f6c170a63a",44.0,6.0,140.04963929285714,"adult","Male","false"
"China","413608ed67a",44.0,7.0,121.53115073510105,"middle age","Female","false"
"Italy","cac50279a4a",22.0,3.0,141.77351898275657,"adult","Female","false"
"Republic of Korea","7e1df99ba8a",42.0,6.0,161.7746734913326,"senior citizen","Male","false"
"France","b88246447da",15.5,1.0,118.73818607046101,"middle age","Female","false"
"United States","f7740aba42a",22.0,8.0,176.8371303940055,"middle age","Female","false"
"United States","bd7ed6d94fa",15.5,6.0,152.8863201605311,"adult","Male","true"
"China","76438209caa",28.0,6.0,102.75031344569595,"adult","Male","false"
"Spain","a0a75cca44a",28.0,3.0,123.72767509078241,"young adult","Male","false"
"China","267fd8dd34a",42.0,4.0,100.8115547268354,"senior citizen","Female","false"
"China","090666fef2a",28.0,3.0,87.02441957116665,"senior citizen","Female","false"
"United States","7333984838a",15.5,6.0,154.630800268996,"middle age","Female","true"
"Netherlands","98709cb418a",28.0,11.0,151.74095132390272,"senior citizen","Female","false"
"India","aea0d1b7b1a",22.0,5.0,78.03470427089536,"young adult","Female","false"
"Japan","8a4eee18e6a",22.0,7.0,167.19372768015774,"adult","Male","false"
"Republic of Korea","d810799bf9a",22.0,4.0,141.84286586564423,"adult","Female","true"
"Egypt","1a190ae1e5a",44.0,4.0,90.14880289604005,"senior citizen","Female","true"
"United States","2a6408f85fa",44.0,1.0,164.22643009663483,"young adult","Female","false"
"China","ad70dda08ea",44.0,10.0,121.53125972583538,"middle age","Male","false"
"Finland","0d1dcab117a",15.5,10.0,128.45238756180487,"senior citizen","Male","true"
"China","788b4dfaf0a",44.0,5.0,146.23244345057716,"senior citizen","Male","false"
"Taiwan","7f486ecc4da",42.0,6.0,164.02781847717353,"adult","Female","true"
"Romania","08a3e9bfa4a",22.0,4.0,109.16156544638918,"middle age","Male","false"
"United States","3e0d50b482a",15.5,3.0,155.527678800409,"middle age","Female","true"
"United States","cfdd07a826a",22.0,3.0,156.69982521030533,"senior citizen","Male","false"
"United States","a28bd93c09a",10.0,5.0,178.09699112265324,"middle age","Male","false"
"China","a30aaca126a",42.0,3.0,131.73248114696884,"senior citizen","Female","false"
"United States","4ca18e6b94a",15.5,3.0,157.67518433298463,"adult","Female","false"
"Indonesia","f67c3d2b76a",57.0,6.0,104.22825780963115,"adult","Female","true"
"Sierra Leone","da552a6a0da",22.0,6.0,67.60439566903139,"adult","Male","true"
"China","367db1c2bca",57.0,8.0,134.91785995911945,"adult","Female","false"
"United States","6985959a8aa",22.0,6.0,160.21727318790195,"senior citizen","Male","false"
"Republic of Korea","e96e651f89a",44.0,8.0,164.94781791523573,"adult","Female","true"
"Germany","4d677083eba",44.0,3.0,179.77397860798698,"middle age","Female","false"
"China","b3fd46a12ba",28.0,4.0,97.87195108415708,"adult","Female","false"
"Brazil","9f15e59347a",44.0,6.0,126.03790429009914,"middle age","Female","false"
"Venezuela","49d0054d7fa",44.0,5.0,111.03061782960279,"adult","Female","true"
"United Kingdom","b0254e410ba",28.0,7.0,146.861305256445,"adult","Male","true"
"Turkey","26d62c9432a",15.5,7.0,111.57133454432608,"middle age","Female","false"
"United States","ff55982263a",22.0,5.0,181.3440510875132,"young adult","Female","false"
"France","0dd8dd8d70a",44.0,8.0,160.26301135619565,"adult","Female","true"
"China","dfe30829b5a",44.0,6.0,115.94698314504936,"young adult","Male","false"
"India","d358259380a",10.0,2.0,64.73271225944364,"senior citizen","Female","false"
"France","4060e556bba",10.0,7.0,164.93572353826488,"adult","Female","false"
"China","def1a83f05a",22.0,7.0,93.26913984145273,"middle age","Female","false"
"Italy","0bd506a52ba",22.0,6.0,150.25657075467277,"adult","Female","false"
"China","7cfea7376ea",15.5,7.0,78.22020035426092,"senior citizen","Male","true"
"Philippines","1826139489a",44.0,5.0,102.2812053788721,"middle age","Female","false"
"United States","6adf25565ba",10.0,8.0,149.2423324460512,"senior citizen","Female","true"
"Argentina","c1edbefc06a",22.0,6.0,125.21676412717258,"middle age","Male","false"
"United States","10acb13c9ca",22.0,4.0,162.8974344708368,"adult","Female","true"
"India","771873a274a",22.0,8.0,84.27875840106645,"middle age","Female","false"
"Finland","2f38ca1e49a",57.0,6.0,181.69861176579934,"adult","Female","true"
"Germany","dd048f6883a",15.5,6.0,140.1283144033187,"senior citizen","Female","false"
"Algeria","2796c8d607a",22.0,4.0,85.57394598155733,"adult","Female","false"
"United States","23aa7d8a0ca",44.0,9.0,181.29692890957824,"senior citizen","Male","true"
"United States","a05fcadb90a",44.0,5.0,181.8616814632166,"senior citizen","Female","true"
"Russia","0b98f30af7a",42.0,13.0,121.15405143770965,"middle age","Male","true"
"United States","2746e9eb8da",15.5,7.0,161.0500963209847,"adult","Female","true"
"India","8c82cf1eafa",44.0,7.0,86.92187267830047,"adult","Female","true"
"United States","5b39b896cea",15.5,3.0,166.51781065314196,"young adult","Female","false"
"United Kingdom","04cfe8e13ea",44.0,7.0,159.6907877332324,"senior citizen","Female","true"
"Hungary","8acc805f63a",57.0,4.0,178.62424020031477,"middle age","Female","false"
"United Kingdom","e648ed8947a",10.0,8.0,178.41421144518517,"middle age","Female","false"
"France","818a24975ea",22.0,8.0,177.77551310910619,"middle age","Female","false"
"Malaysia","433dc793bfa",15.5,2.0,92.05602493214155,"adult","Female","true"
"United States","a82bc96531a",44.0,5.0,180.83569220230171,"senior citizen","Female","true"
"Australia","00c39b9703a",15.5,6.0,144.13167270485937,"senior citizen","Female","false"
"Japan","4098a49b57a",44.0,6.0,165.01665273850534,"adult","Female","true"
"China","981ff05c02a",44.0,4.0,119.15333467076195,"middle age","Male","false"
"United States","1074b7abc5a",22.0,8.0,169.81879566407582,"young adult","Female","false"
"South Africa","160332d643a",57.0,9.0,165.1280485727264,"middle age","Male","false"
"Turkey","fb6e14758ea",22.0,9.0,109.21055425923879,"middle age","Female","false"
"United States","4ce41e803fa",15.5,5.0,151.3267855984079,"adult","Male","true"
"United States","239d93fc6fa",22.0,6.0,160.21727318790195,"senior citizen","Male","false"
"United States","d2e5454f5ca",22.0,10.0,174.0858268355659,"adult","Female","false"
"China","d1bda7f603a",57.0,3.0,127.10412783951998,"young adult","Male","false"
"United States","9221b2b3e9a",42.0,10.0,173.12705207097594,"senior citizen","Female","true"
"United States","9e089096cea",15.5,11.0,149.65706994427245,"senior citizen","Female","true"
"China","010539e0f5a",44.0,9.0,130.12341691245828,"adult","Male","false"
"China","74cd11f1bba",15.5,4.0,81.31892788025709,"adult","Male","true"
"Chile","c288b85cd4a",22.0,3.0,95.72227664161662,"young adult","Female","false"
"Brazil","7e6f8c501ca",28.0,3.0,98.93082831794112,"adult","Female","false"
"Vietnam","181d409941a",28.0,5.0,76.53013826416941,"senior citizen","Female","false"
"China","f8f6785aaca",28.0,9.0,118.0058067268744,"middle age","Male","false"
"China","f8f6785aaca",15.5,9.0,106.27440030507549,"middle age","Male","false"
"Mexico","835671682da",15.5,4.0,91.19573352419914,"senior citizen","Female","false"
"New Zealand","5dc2175c2da",22.0,5.0,130.72849693902884,"senior citizen","Female","false"
"Brazil","852d011ccaa",22.0,14.0,99.02354751574381,"adult","Female","false"
"Brazil","852d011ccaa",44.0,14.0,123.00468933088231,"adult","Female","false"
"Australia","81c8b99a0ca",42.0,7.0,161.53447630594877,"senior citizen","Female","true"
"China","793546400da",57.0,3.0,107.26098475186404,"senior citizen","Female","true"
"Brazil","9542b96773a",10.0,7.0,82.34894518621061,"adult","Male","true"
"United States","78a9050840a",10.0,12.0,145.91666578992852,"senior citizen","Female","true"
"China","dd937dfbc7a",15.5,5.0,76.5362914126294,"senior citizen","Male","true"
"United Kingdom","ba7833b172a",22.0,4.0,140.61657161432157,"middle age","Female","true"
"China","19804c9ea7a",44.0,5.0,96.5373590934401,"senior citizen","Female","true"
"Peru","e4c999d7faa",44.0,10.0,152.42650446053887,"senior citizen","Male","false"
"China","6b3d77972fa",22.0,6.0,78.33651354259288,"middle age","Female","true"
"United States","3d74d5b450a",10.0,2.0,151.3870544729474,"adult","Male","true"
"Republic of Korea","c1d10026c2a",15.5,8.0,135.97644781375766,"adult","Female","true"
"China","6fcdb49a8ba",57.0,7.0,144.5454911386876,"adult","Female","false"
"United States","db82b9974aa",22.0,6.0,160.5262330862821,"senior citizen","Female","false"
"Ukraine","d322f538c0a",22.0,6.0,78.56819942513724,"senior citizen","Female","false"
"Japan","9c1c18a582a",22.0,7.0,168.2301841767635,"adult","Female","false"
"Canada","699ab804a8a",15.5,8.0,169.70055825952954,"adult","Male","false"
"Sweden","0fbffe4136a",42.0,1.0,140.12800213763418,"senior citizen","Male","false"
"Malaysia","f714f336c6a",28.0,3.0,126.18272196523998,"adult","Male","false"
"Bangladesh","68bb051d2fa",42.0,9.0,80.95300497176586,"adult","Female","true"
"China","33e504aecaa",15.5,5.0,72.71510278403119,"senior citizen","Female","true"
"China","b0c6c61169a",15.5,3.0,85.46911054767921,"adult","Female","false"
"China","e9dfcd6c0ea",22.0,7.0,93.21279023955879,"adult","Female","false"
"Brazil","03187c861aa",28.0,5.0,121.79856736334497,"adult","Male","false"
"China","27fa19fe3da",15.5,1.0,77.57767156961677,"senior citizen","Male","true"
"Netherlands","c56e40bc56a",22.0,2.0,167.56359412251533,"adult","Female","false"
"Taiwan","5674710215a",42.0,10.0,152.11196634091536,"senior citizen","Male","true"
"Netherlands","a463080a79a",15.5,6.0,143.6381243658343,"senior citizen","Female","false"
"Japan","d23f00bc5ca",57.0,5.0,164.02424747367843,"young adult","Female","true"
"Germany","84e3c708d5a",22.0,6.0,145.1359719425088,"senior citizen","Female","false"
"United States","da48cf7661a",22.0,3.0,157.03645394846342,"senior citizen","Female","true"
"Australia","cf88b28d5fa",44.0,3.0,175.38112073976666,"adult","Male","false"
"China","7fb980478ca",22.0,5.0,82.22289305882987,"senior citizen","Female","false"
"Mexico","988a4fb785a",22.0,5.0,109.69864525088724,"middle age","Female","false"
"United States","c84ae9e023a",44.0,2.0,180.83745939695754,"adult","Female","false"
"France","038c261328a",15.5,5.0,142.45336961893864,"young adult","Female","false"
"Germany","f10837f84da",57.0,7.0,174.40362521692214,"senior citizen","Female","true"
"Vietnam","3dd0446c9aa",42.0,7.0,102.28338128573051,"middle age","Female","false"
"Argentina","fbef53b3eda",22.0,4.0,115.05546397623837,"adult","Female","false"
"South Africa","a638cf03fea",28.0,7.0,113.57675298784915,"adult","Female","false"
"United States","722fdbec3da",42.0,6.0,178.5872565720149,"senior citizen","Female","true"
"Malaysia","d57fd2d7b5a",42.0,7.0,139.14063023304044,"adult","Female","false"
"Japan","cce1d84c53a",22.0,11.0,174.97732969758124,"adult","Female","false"
"China","5c536e88a5a",44.0,4.0,116.89566854777038,"adult","Male","false"
"China","dbbd9be459a",102.0,6.0,175.19292285588702,"adult","Female","true"
"Mexico","2fd2e4c5b2a",10.0,3.0,93.92807503006094,"adult","Male","false"
"United States","4253fd3b85a",28.0,6.0,166.19731919493154,"senior citizen","Female","false"
"United States","8ab18785cda",28.0,3.0,178.68416658654445,"middle age","Male","false"
"China","520d42f20ba",22.0,5.0,78.17699079409277,"middle age","Female","true"
"United Kingdom","c988bd5017a",44.0,3.0,146.3263988250544,"young adult","Male","true"
"Japan","4b217947c4a",15.5,14.0,129.28135507784188,"middle age","Male","true"
"China","1ba2a6fb0fa",15.5,2.0,78.47754965570414,"adult","Female","false"
"Kenya","5c5752bc70a",44.0,5.0,82.50433870290922,"senior citizen","Male","true"
"Mexico","044b10509ea",44.0,1.0,119.38170008348163,"adult","Male","false"
"United States","cef023505aa",15.5,12.0,156.6188027669656,"adult","Male","true"
"United States","f21ee86e63a",28.0,1.0,175.5225132423717,"adult","Female","true"
"China","11bfa0b153a",15.5,10.0,87.28510304562073,"middle age","Female","false"
"Portugal","5c39bd7223a",44.0,7.0,169.4379422602338,"middle age","Female","false"
"Venezuela","6de62b99eca",44.0,8.0,106.59640347976861,"senior citizen","Female","true"
"China","8f80a22ae7a",15.5,8.0,92.25632976345236,"middle age","Female","false"
"Japan","30b7565ec1a",28.0,5.0,146.71276044435376,"adult","Female","true"
"Egypt","5635d0d7e3a",42.0,3.0,103.66410701039271,"middle age","Female","false"
"Japan","e2e431ffe4a",22.0,6.0,139.14092268555532,"adult","Male","true"
"Spain","7c6d9abb41a",44.0,7.0,175.81369927734715,"middle age","Female","false"
"China","cd91ebf955a",44.0,5.0,98.04027508130773,"middle age","Female","true"
"Taiwan","ae571d43e8a",28.0,4.0,144.38352655368132,"senior citizen","Female","true"
"Philippines","89237d77eaa",22.0,4.0,92.27900316915148,"middle age","Female","false"
"Japan","e042121b9ea",42.0,6.0,160.55348640162703,"senior citizen","Male","false"
"South Africa","57bf1e5c52a",44.0,2.0,107.47607802956591,"senior citizen","Female","false"
"Brazil","d66d34e3d6a",57.0,5.0,163.7538794297456,"senior citizen","Female","false"
"Canada","6f5fc80061a",22.0,7.0,147.40891493730783,"middle age","Female","true"
"Malaysia","f71b749617a",57.0,7.0,167.2160987050239,"adult","Female","false"
"China","d37d18bf79a",22.0,4.0,91.83073175898014,"adult","Male","false"
"China","606aa67189a",44.0,10.0,122.15650374213647,"young adult","Female","false"
"Japan","e9ecafc280a",15.5,4.0,130.03857570703633,"middle age","Male","true"
"United States","6d50fd6b8ca",22.0,6.0,159.78664305108916,"middle age","Female","true"
"United States","c2ed3aa79fa",22.0,6.0,160.5262330862821,"senior citizen","Female","false"
"United States","33b8cfe8b2a",10.0,6.0,171.44614424589895,"middle age","Female","false"
"Japan","8b1269e1b8a",28.0,8.0,174.73558239740015,"adult","Male","false"
"India","a0390b643ca",42.0,7.0,98.54955624415376,"adult","Male","false"
"Brazil","f41bd35be8a",15.5,7.0,106.21891354230985,"middle age","Female","false"
"United States","7abb6a64a2a",15.5,2.0,143.3496574159469,"adult","Female","false"
"Japan","e82e44a10ea",15.5,8.0,148.13496063064127,"young adult","Female","false"
"United States","fdaab066c6a",44.0,12.0,180.91203728940337,"middle age","Male","true"
"United Kingdom","41fbaa073ba",15.5,12.0,153.65758582615072,"adult","Female","false"
"France","6d9fdb5a69a",22.0,3.0,180.99292909341017,"middle age","Female","false"
"United States","60ab2a38a4a",42.0,13.0,177.13624530737178,"middle age","Female","true"
"India","dc88ae5982a",57.0,10.0,103.32517394697015,"senior citizen","Female","false"
"Brazil","81d5de555fa",22.0,4.0,129.78269832417936,"senior citizen","Male","false"
"Japan","9d690b270fa",10.0,7.0,163.08274648513137,"adult","Female","false"
"Hungary","eb1b8f9450a",22.0,6.0,134.98312919431262,"adult","Male","false"
"United States","50edb6ce67a",15.5,5.0,172.90864229010373,"middle age","Female","false"
"United States","d0169196b7a",15.5,9.0,153.8249943905964,"senior citizen","Female","false"
"Greece","477f363a12a",15.5,10.0,129.96834639742062,"adult","Female","false"
"Sweden","4cb1d8248ca",10.0,7.0,156.0643173976845,"middle age","Female","false"
"Greece","a502cbe1dba",15.5,5.0,129.4928322059496,"middle age","Female","false"
"Japan","7b64ae3d31a",22.0,14.0,139.79541623270825,"adult","Female","true"
"China","3f058b8c3da",10.0,5.0,92.14289731996175,"adult","Female","false"
"United States","f0963e715ea",22.0,5.0,167.96004845575635,"adult","Female","true"
"Australia","9b59c4ddf7a",22.0,6.0,148.96449938715128,"adult","Female","true"
"Denmark","143d72e1fca",15.5,6.0,175.05742373652373,"adult","Female","false"
"United Kingdom","2b4f4c8ae1a",28.0,8.0,175.9619631097507,"adult","Male","false"
"Germany","da02b9e544a",15.5,6.0,140.1283144033187,"senior citizen","Female","false"
"China","5ccbaf2b4ba",10.0,7.0,70.90344116025784,"adult","Female","true"
"Japan","22c3ed076da",44.0,9.0,163.46095883900352,"adult","Male","true"
"China","252f35a1c0a",15.5,4.0,74.8172860301444,"adult","Female","true"
"Greece","382ee812eea",44.0,12.0,174.575994242486,"adult","Female","false"
"United States","173f7d7983a",22.0,5.0,164.91644442076046,"adult","Female","true"
"United States","f965f678e8a",28.0,3.0,166.96137836076235,"young adult","Male","false"
"United States","62a52c410fa",15.5,10.0,153.43496373611802,"middle age","Female","true"
"Japan","caefecbfd9a",22.0,5.0,136.78808859226308,"adult","Male","true"
"United States","65dae127eba",44.0,2.0,160.1287370986613,"adult","Male","false"
"Germany","a58d6b69eaa",10.0,4.0,134.64136093286226,"middle age","Female","true"
"China","305e0f5593a",28.0,6.0,87.95940381249937,"middle age","Male","true"
"India","c645259180a",10.0,5.0,72.11626783159733,"middle age","Female","false"
"Germany","1cfed8fbd0a",10.0,7.0,154.13710159649483,"middle age","Female","false"
"China","7d42f88614a",44.0,6.0,126.18079892522235,"middle age","Female","false"
"Romania","07242580cfa",42.0,9.0,130.32950911067513,"young adult","Female","false"
"United States","ccf6311b59a",22.0,3.0,157.03645394846342,"senior citizen","Female","true"
"Republic of Korea","9bc86b66a8a",22.0,7.0,141.17741121028826,"adult","Female","true"
"United Kingdom","bf7675995aa",22.0,5.0,142.71418350164583,"senior citizen","Female","false"
"Poland","7158971f2ba",78.0,3.0,181.76258188168254,"adult","Female","true"
"United States","1a60b00f94a",28.0,9.0,164.7239003103665,"senior citizen","Female","false"
"Republic of Korea","1c83a4930da",22.0,5.0,139.81826592206866,"adult","Male","true"
"Italy","aefb458f89a",22.0,6.0,152.76381558464877,"young adult","Female","false"
"India","6ee74aa9b7a",22.0,14.0,65.13745365709008,"senior citizen","Female","true"
"Denmark","0c321e120ea",10.0,12.0,150.51052419482468,"middle age","Female","false"
"Brazil","aaf8b406c1a",22.0,2.0,94.51312289839049,"adult","Male","false"
"United States","1aeac4823aa",22.0,4.0,164.64108303607813,"adult","Female","true"
"Germany","e79c59b5bca",28.0,6.0,151.1453282318358,"adult","Female","true"
"Japan","31430fa5faa",57.0,5.0,179.3445190514688,"senior citizen","Female","false"
"United States","fa2116a46da",10.0,7.0,150.32832832798374,"middle age","Female","true"
"United States","b2e549a267a",15.5,4.0,155.4909166759846,"middle age","Female","true"
"Canada","c25672a075a",42.0,5.0,169.3071253250014,"adult","Male","true"
"Brazil","18ac11354ba",15.5,7.0,79.93336628026987,"adult","Female","true"
"United States","30de69c3f3a",28.0,6.0,156.33133626876673,"senior citizen","Male","true"
"China","224650e2dba",28.0,6.0,114.95664570959471,"middle age","Female","false"
"China","9f08fff2c1a",78.0,4.0,172.05959663180323,"adult","Female","false"
"United States","fc4b0e1769a",22.0,10.0,158.7429212718466,"senior citizen","Female","false"
"China","585d948b04a",42.0,7.0,127.47168577472081,"adult","Male","false"
"United States","e5c9d96fd4a",44.0,6.0,177.17173744082376,"senior citizen","Female","true"
"United States","dbbfdfedada",15.5,8.0,154.21254547348687,"senior citizen","Female","false"
"China","96522d70eba",15.5,5.0,90.69484405043642,"adult","Female","false"
"United States","c7eb1c35ada",42.0,4.0,175.8273491970071,"senior citizen","Female","true"
"Colombia","0fca4d34afa",42.0,5.0,94.2480977936315,"senior citizen","Female","true"
"France","753d9d4667a",10.0,4.0,166.56791638302735,"adult","Male","false"
"China","b1924decb1a",28.0,5.0,87.08819372688822,"senior citizen","Female","false"
"Germany","5ad07511a7a",22.0,2.0,142.5752457272903,"senior citizen","Female","false"
"Spain","97c2f48cb2a",22.0,6.0,169.6944021111761,"adult","Male","false"
"United States","edac65ce16a",15.5,5.0,148.94848442166088,"middle age","Male","true"
"Brazil","4f7e4f263ca",22.0,6.0,105.22830368282663,"adult","Female","false"
"China","40b5a2eeaea",44.0,4.0,116.89566854777038,"adult","Male","false"
"United States","1c8b531ccfa",15.5,3.0,154.74133743979354,"adult","Female","false"
"Germany","9f2ef1a763a",10.0,9.0,135.45626891888153,"senior citizen","Female","false"
"United States","0053c3c5d1a",15.5,4.0,171.4380311661688,"adult","Male","false"
"China","f52d494ce4a",28.0,3.0,88.14078707579179,"young adult","Male","false"
"Romania","4dbb90640ba",22.0,6.0,108.15982233731017,"adult","Female","false"
"Switzerland","40dd014b7fa",10.0,7.0,166.21454654689478,"middle age","Female","false"
"India","8ceaada7cca",15.5,5.0,86.21396457135697,"adult","Female","false"
"China","392940b3cda",10.0,6.0,91.59364016170485,"middle age","Male","false"
"United States","9163176f3ba",15.5,3.0,158.04075972492296,"young adult","Female","false"
"United States","7daa65cc72a",42.0,1.0,141.43807567638592,"middle age","Male","false"
"United States","9092f1a63da",28.0,6.0,164.47756902857938,"adult","Male","true"
"China","6ec5625e30a",44.0,7.0,102.43465969241458,"senior citizen","Female","false"
"United States","97435fd94fa",44.0,7.0,181.52443215639312,"middle age","Female","true"
"China","e3954d26eda",10.0,3.0,83.86954942486912,"adult","Female","false"
"Republic of Korea","7333d519ada",28.0,6.0,157.65306263008856,"young adult","Female","false"
"Japan","ea7b0f3ba6a",42.0,8.0,179.42131971864325,"middle age","Female","false"
"China","446617ba6ea",15.5,6.0,75.14907433603844,"adult","Female","true"
"Germany","043eaa64dea",15.5,3.0,169.27042784949617,"adult","Male","false"
"China","0ffc68f772a",57.0,4.0,107.03211131708505,"senior citizen","Female","true"
"United States","61663a9e2da",15.5,6.0,148.23959975269207,"senior citizen","Male","true"
"United States","67bb9c01d4a",15.5,11.0,170.88990207693757,"adult","Female","false"
"United States","94c143b833a",10.0,5.0,177.30860824873372,"young adult","Male","false"
"Japan","d032d70ce1a",15.5,8.0,135.3158701744756,"adult","Male","true"
"United Kingdom","d2bd222b18a",44.0,7.0,157.59406258859866,"senior citizen","Male","true"
